2026-07-06 17:28:29,030	WARNING utils.py:458 -- Detecting docker specified CPUs. In previous versions of Ray, CPU detection in containers was incorrect. Please ensure that Ray has enough CPUs allocated. As a temporary workaround to revert to the prior behavior, set `RAY_USE_MULTIPROCESSING_CPU_COUNT=1` as an env var before starting Ray. Set the env var: `RAY_DISABLE_DOCKER_CPU_WARNING=1` to mute this warning.
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:33 - global_seqlen/min:31910.000 - global_seqlen/max:31910.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:31910.000 - global_seqlen/balanced_max:31910.000 - global_seqlen/mean:31910.000 - actor/entropy_loss:0.685 - training/rollout_probs_diff_max:0.254 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.015 - actor/kl_loss:0.002 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.207 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:78.066 - actor/lr:0.000 - training/global_step:33.000 - training/epoch:0.000 - critic/score/mean:0.026 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.026 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.004 - critic/advantages/max:2.667 - critic/advantages/min:-0.333 - critic/returns/mean:-0.004 - critic/returns/max:2.667 - critic/returns/min:-0.333 - response_length/mean:154.308 - response_length/max:384.000 - response_length/min:46.000 - response_length/clip_ratio:0.051 - prompt_length/mean:663.897 - prompt_length/max:1587.000 - prompt_length/min:184.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.062 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.438 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.438 - episode/success_rate:0.062 - episode/nq_success_rate:0.083 - episode/hotpotqa_success_rate:0.000 - timing_s/gen:47.626 - timing_s/reward:0.032 - timing_s/old_log_prob:8.006 - timing_s/ref:4.958 - timing_s/adv:0.003 - timing_s/update_actor:33.404 - timing_s/step:94.038 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.914 - timing_per_token_ms/update_actor:1.047 - timing_per_token_ms/ref:0.155 - perf/total_num_tokens:31910.000 - perf/time_per_step:94.038 - perf/throughput:339.329
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m Training Progress:  11%|█▏        | 34/300 [46:52<6:29:35, 87.88s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  12%|█▏        | 35/300 [48:07<6:11:20, 84.08s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  12%|█▏        | 36/300 [49:30<6:08:10, 83.68s/it]
[36m(TaskRunner pid=7283)[0m step:34 - global_seqlen/min:28949.000 - global_seqlen/max:28949.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:28949.000 - global_seqlen/balanced_max:28949.000 - global_seqlen/mean:28949.000 - actor/entropy_loss:0.760 - training/rollout_probs_diff_max:0.293 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.003 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.461 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:80.216 - actor/lr:0.000 - training/global_step:34.000 - training/epoch:0.000 - critic/score/mean:0.270 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.270 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.013 - critic/advantages/max:1.449 - critic/advantages/min:-1.764 - critic/returns/mean:0.013 - critic/returns/max:1.449 - critic/returns/min:-1.764 - response_length/mean:156.324 - response_length/max:384.000 - response_length/min:72.000 - response_length/clip_ratio:0.027 - prompt_length/mean:626.081 - prompt_length/max:1454.000 - prompt_length/min:182.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.250 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.312 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.312 - episode/success_rate:0.250 - episode/nq_success_rate:0.125 - episode/hotpotqa_success_rate:0.375 - timing_s/gen:43.868 - timing_s/reward:0.028 - timing_s/old_log_prob:7.612 - timing_s/ref:4.716 - timing_s/adv:0.001 - timing_s/update_actor:31.188 - timing_s/step:87.422 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.584 - timing_per_token_ms/update_actor:1.077 - timing_per_token_ms/ref:0.163 - perf/total_num_tokens:28949.000 - perf/time_per_step:87.422 - perf/throughput:331.140
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:35 - global_seqlen/min:21592.000 - global_seqlen/max:21592.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:21592.000 - global_seqlen/balanced_max:21592.000 - global_seqlen/mean:21592.000 - actor/entropy_loss:0.733 - training/rollout_probs_diff_max:0.293 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.002 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.001 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:80.060 - actor/lr:0.000 - training/global_step:35.000 - training/epoch:0.000 - critic/score/mean:0.219 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.219 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.000 - critic/advantages/max:0.000 - critic/advantages/min:0.000 - critic/returns/mean:0.000 - critic/returns/max:0.000 - critic/returns/min:0.000 - response_length/mean:135.219 - response_length/max:349.000 - response_length/min:60.000 - response_length/clip_ratio:0.000 - prompt_length/mean:539.531 - prompt_length/max:1275.000 - prompt_length/min:189.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.250 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.000 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.000 - episode/success_rate:0.250 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.333 - timing_s/gen:37.022 - timing_s/reward:0.024 - timing_s/old_log_prob:6.809 - timing_s/ref:4.070 - timing_s/adv:0.004 - timing_s/update_actor:27.276 - timing_s/step:75.212 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:8.556 - timing_per_token_ms/update_actor:1.263 - timing_per_token_ms/ref:0.189 - perf/total_num_tokens:21592.000 - perf/time_per_step:75.212 - perf/throughput:287.080
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:36 - global_seqlen/min:31570.000 - global_seqlen/max:31570.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:31570.000 - global_seqlen/balanced_max:31570.000 - global_seqlen/mean:31570.000 - actor/entropy_loss:0.616 - training/rollout_probs_diff_max:0.444 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.015 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.001 - actor/pg_clipfrac:0.002 - actor/ppo_kl:-0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.404 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:80.230 - actor/lr:0.000 - training/global_step:36.000 - training/epoch:0.000 - critic/score/mean:0.275 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.275 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.025 - critic/advantages/max:1.054 - critic/advantages/min:-1.764 - critic/returns/mean:-0.025 - critic/returns/max:1.054 - critic/returns/min:-1.764 - response_length/mean:134.600 - response_length/max:384.000 - response_length/min:55.000 - response_length/clip_ratio:0.025 - prompt_length/mean:654.650 - prompt_length/max:1452.000 - prompt_length/min:185.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.312 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.500 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.500 - episode/success_rate:0.312 - episode/nq_success_rate:0.250 - episode/hotpotqa_success_rate:0.500 - timing_s/gen:36.232 - timing_s/reward:0.032 - timing_s/old_log_prob:8.114 - timing_s/ref:5.067 - timing_s/adv:0.004 - timing_s/update_actor:33.273 - timing_s/step:82.729 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:6.730 - timing_per_token_ms/update_actor:1.054 - timing_per_token_ms/ref:0.160 - perf/total_num_tokens:31570.000 - perf/time_per_step:82.729 - perf/throughput:381.607
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m Training Progress:  12%|█▏        | 37/300 [50:40<5:49:56, 79.84s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  13%|█▎        | 38/300 [52:01<5:50:04, 80.17s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  13%|█▎        | 39/300 [53:29<5:58:38, 82.45s/it]
[36m(TaskRunner pid=7283)[0m step:37 - global_seqlen/min:17233.000 - global_seqlen/max:17233.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:17233.000 - global_seqlen/balanced_max:17233.000 - global_seqlen/mean:17233.000 - actor/entropy_loss:0.751 - training/rollout_probs_diff_max:0.183 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.012 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:-0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.082 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:80.151 - actor/lr:0.000 - training/global_step:37.000 - training/epoch:0.000 - critic/score/mean:0.077 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.077 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.008 - critic/advantages/max:0.866 - critic/advantages/min:-0.866 - critic/returns/mean:-0.008 - critic/returns/max:0.866 - critic/returns/min:-0.866 - response_length/mean:141.962 - response_length/max:277.000 - response_length/min:79.000 - response_length/clip_ratio:0.000 - prompt_length/mean:520.846 - prompt_length/max:1330.000 - prompt_length/min:186.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.125 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:1.625 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:0.625 - episode/success_rate:0.125 - episode/hotpotqa_success_rate:0.000 - episode/nq_success_rate:0.167 - timing_s/gen:40.308 - timing_s/reward:0.019 - timing_s/old_log_prob:5.360 - timing_s/ref:3.316 - timing_s/adv:0.004 - timing_s/update_actor:21.859 - timing_s/step:70.871 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:10.920 - timing_per_token_ms/update_actor:1.268 - timing_per_token_ms/ref:0.192 - perf/total_num_tokens:17233.000 - perf/time_per_step:70.871 - perf/throughput:243.159
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:38 - global_seqlen/min:25480.000 - global_seqlen/max:25480.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:25480.000 - global_seqlen/balanced_max:25480.000 - global_seqlen/mean:25480.000 - actor/entropy_loss:0.723 - training/rollout_probs_diff_max:0.229 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.002 - actor/ppo_kl:0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.374 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:81.468 - actor/lr:0.000 - training/global_step:38.000 - training/epoch:0.000 - critic/score/mean:0.294 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.294 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.019 - critic/advantages/max:0.621 - critic/advantages/min:-1.500 - critic/returns/mean:0.019 - critic/returns/max:0.621 - critic/returns/min:-1.500 - response_length/mean:135.382 - response_length/max:358.000 - response_length/min:60.000 - response_length/clip_ratio:0.000 - prompt_length/mean:614.029 - prompt_length/max:1306.000 - prompt_length/min:184.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.375 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.125 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.125 - episode/success_rate:0.375 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.750 - timing_s/gen:40.694 - timing_s/reward:0.028 - timing_s/old_log_prob:7.010 - timing_s/ref:4.312 - timing_s/adv:0.004 - timing_s/update_actor:28.885 - timing_s/step:80.940 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:8.841 - timing_per_token_ms/update_actor:1.134 - timing_per_token_ms/ref:0.169 - perf/total_num_tokens:25480.000 - perf/time_per_step:80.940 - perf/throughput:314.801
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:39 - global_seqlen/min:28258.000 - global_seqlen/max:28258.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:28258.000 - global_seqlen/balanced_max:28258.000 - global_seqlen/mean:28258.000 - actor/entropy_loss:0.755 - training/rollout_probs_diff_max:0.302 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.001 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.161 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:82.993 - actor/lr:0.000 - training/global_step:39.000 - training/epoch:0.000 - critic/score/mean:0.270 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.270 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.021 - critic/advantages/max:1.620 - critic/advantages/min:-0.540 - critic/returns/mean:0.021 - critic/returns/max:1.620 - critic/returns/min:-0.540 - response_length/mean:154.270 - response_length/max:382.000 - response_length/min:67.000 - response_length/clip_ratio:0.000 - prompt_length/mean:609.459 - prompt_length/max:1373.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.312 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.312 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.312 - episode/success_rate:0.312 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.625 - timing_s/gen:43.558 - timing_s/reward:0.030 - timing_s/old_log_prob:7.765 - timing_s/ref:4.715 - timing_s/adv:0.005 - timing_s/update_actor:31.669 - timing_s/step:87.749 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.631 - timing_per_token_ms/update_actor:1.121 - timing_per_token_ms/ref:0.167 - perf/total_num_tokens:28258.000 - perf/time_per_step:87.749 - perf/throughput:322.032
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m Training Progress:  13%|█▎        | 40/300 [55:07<6:17:42, 87.16s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  14%|█▎        | 41/300 [56:46<6:31:22, 90.67s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  14%|█▍        | 42/300 [58:22<6:36:12, 92.14s/it]
[36m(TaskRunner pid=7283)[0m step:40 - global_seqlen/min:35808.000 - global_seqlen/max:35808.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:35808.000 - global_seqlen/balanced_max:35808.000 - global_seqlen/mean:35808.000 - actor/entropy_loss:0.802 - training/rollout_probs_diff_max:0.232 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.012 - actor/kl_loss:0.003 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:-0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.429 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:82.881 - actor/lr:0.000 - training/global_step:40.000 - training/epoch:0.000 - critic/score/mean:0.116 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.116 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.017 - critic/advantages/max:1.897 - critic/advantages/min:-0.667 - critic/returns/mean:-0.017 - critic/returns/max:1.897 - critic/returns/min:-0.667 - response_length/mean:174.326 - response_length/max:384.000 - response_length/min:64.000 - response_length/clip_ratio:0.023 - prompt_length/mean:658.419 - prompt_length/max:1332.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.188 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.688 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.688 - episode/success_rate:0.188 - episode/nq_success_rate:0.188 - timing_s/gen:47.635 - timing_s/reward:0.035 - timing_s/old_log_prob:8.775 - timing_s/ref:5.460 - timing_s/adv:0.005 - timing_s/update_actor:36.237 - timing_s/step:98.155 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:6.355 - timing_per_token_ms/update_actor:1.012 - timing_per_token_ms/ref:0.152 - perf/total_num_tokens:35808.000 - perf/time_per_step:98.155 - perf/throughput:364.811
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:41 - global_seqlen/min:35110.000 - global_seqlen/max:35110.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:35110.000 - global_seqlen/balanced_max:35110.000 - global_seqlen/mean:35110.000 - actor/entropy_loss:0.745 - training/rollout_probs_diff_max:0.302 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.000 - actor/pg_clipfrac:0.000 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.000 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:83.357 - actor/lr:0.000 - training/global_step:41.000 - training/epoch:0.000 - critic/score/mean:0.000 - critic/score/max:0.000 - critic/score/min:0.000 - critic/rewards/mean:0.000 - critic/rewards/max:0.000 - critic/rewards/min:0.000 - critic/advantages/mean:0.000 - critic/advantages/max:0.000 - critic/advantages/min:0.000 - critic/returns/mean:0.000 - critic/returns/max:0.000 - critic/returns/min:0.000 - response_length/mean:162.317 - response_length/max:384.000 - response_length/min:78.000 - response_length/clip_ratio:0.024 - prompt_length/mean:694.024 - prompt_length/max:1404.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.000 - episode/reward/max:0.000 - episode/reward/min:0.000 - episode/length/mean:2.562 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.562 - episode/success_rate:0.000 - episode/nq_success_rate:0.000 - episode/hotpotqa_success_rate:0.000 - timing_s/gen:50.140 - timing_s/reward:0.035 - timing_s/old_log_prob:8.326 - timing_s/ref:5.201 - timing_s/adv:0.004 - timing_s/update_actor:35.122 - timing_s/step:98.835 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.534 - timing_per_token_ms/update_actor:1.000 - timing_per_token_ms/ref:0.148 - perf/total_num_tokens:35110.000 - perf/time_per_step:98.835 - perf/throughput:355.238
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:42 - global_seqlen/min:33271.000 - global_seqlen/max:33271.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:33271.000 - global_seqlen/balanced_max:33271.000 - global_seqlen/mean:33271.000 - actor/entropy_loss:0.712 - training/rollout_probs_diff_max:0.277 - training/rollout_probs_diff_mean:0.006 - training/rollout_probs_diff_std:0.013 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:0.001 - actor/pg_clipfrac:0.001 - actor/ppo_kl:0.001 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.518 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:83.401 - actor/lr:0.000 - training/global_step:42.000 - training/epoch:0.000 - critic/score/mean:0.158 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.158 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.038 - critic/advantages/max:1.557 - critic/advantages/min:-0.584 - critic/returns/mean:-0.038 - critic/returns/max:1.557 - critic/returns/min:-0.584 - response_length/mean:180.263 - response_length/max:384.000 - response_length/min:55.000 - response_length/clip_ratio:0.105 - prompt_length/mean:695.289 - prompt_length/max:1587.000 - prompt_length/min:186.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.125 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.375 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.375 - episode/success_rate:0.125 - episode/hotpotqa_success_rate:0.167 - episode/nq_success_rate:0.000 - timing_s/gen:50.148 - timing_s/reward:0.033 - timing_s/old_log_prob:8.092 - timing_s/ref:4.827 - timing_s/adv:0.004 - timing_s/update_actor:32.462 - timing_s/step:95.574 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.321 - timing_per_token_ms/update_actor:0.976 - timing_per_token_ms/ref:0.145 - perf/total_num_tokens:33271.000 - perf/time_per_step:95.574 - perf/throughput:348.116
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m Training Progress:  14%|█▍        | 43/300 [59:39<6:15:06, 87.58s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  15%|█▍        | 44/300 [1:01:11<6:19:46, 89.01s/it]
[36m(TaskRunner pid=7283)[0m Training Progress:  15%|█▌        | 45/300 [1:02:51<6:32:27, 92.34s/it]
[36m(TaskRunner pid=7283)[0m step:43 - global_seqlen/min:26096.000 - global_seqlen/max:26096.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:26096.000 - global_seqlen/balanced_max:26096.000 - global_seqlen/mean:26096.000 - actor/entropy_loss:0.853 - training/rollout_probs_diff_max:0.277 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.001 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.003 - actor/ppo_kl:-0.000 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.664 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:83.369 - actor/lr:0.000 - training/global_step:43.000 - training/epoch:0.000 - critic/score/mean:0.147 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.147 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.083 - critic/advantages/max:2.023 - critic/advantages/min:-0.553 - critic/returns/mean:-0.083 - critic/returns/max:2.023 - critic/returns/min:-0.553 - response_length/mean:136.382 - response_length/max:277.000 - response_length/min:67.000 - response_length/clip_ratio:0.000 - prompt_length/mean:631.147 - prompt_length/max:1421.000 - prompt_length/min:183.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.125 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.125 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.125 - episode/success_rate:0.125 - episode/hotpotqa_success_rate:0.250 - episode/nq_success_rate:0.000 - timing_s/gen:36.099 - timing_s/reward:0.017 - timing_s/old_log_prob:7.401 - timing_s/ref:4.329 - timing_s/adv:0.004 - timing_s/update_actor:29.061 - timing_s/step:76.915 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.785 - timing_per_token_ms/update_actor:1.114 - timing_per_token_ms/ref:0.166 - perf/total_num_tokens:26096.000 - perf/time_per_step:76.915 - perf/throughput:339.285
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
[36m(TaskRunner pid=7283)[0m step:44 - global_seqlen/min:34654.000 - global_seqlen/max:34654.000 - global_seqlen/minmax_diff:0.000 - global_seqlen/balanced_min:34654.000 - global_seqlen/balanced_max:34654.000 - global_seqlen/mean:34654.000 - actor/entropy_loss:0.760 - training/rollout_probs_diff_max:0.245 - training/rollout_probs_diff_mean:0.007 - training/rollout_probs_diff_std:0.014 - actor/kl_loss:0.002 - actor/kl_coef:0.001 - actor/pg_loss:-0.000 - actor/pg_clipfrac:0.001 - actor/ppo_kl:-0.002 - actor/pg_clipfrac_lower:0.000 - actor/grad_norm:0.174 - perf/mfu/actor:0.000 - perf/max_memory_allocated_gb:35.261 - perf/max_memory_reserved_gb:35.488 - perf/cpu_memory_used_gb:83.431 - actor/lr:0.000 - training/global_step:44.000 - training/epoch:0.000 - critic/score/mean:0.429 - critic/score/max:1.000 - critic/score/min:0.000 - critic/rewards/mean:0.429 - critic/rewards/max:1.000 - critic/rewards/min:0.000 - critic/advantages/mean:-0.009 - critic/advantages/max:0.333 - critic/advantages/min:-2.667 - critic/returns/mean:-0.009 - critic/returns/max:0.333 - critic/returns/min:-2.667 - response_length/mean:142.548 - response_length/max:337.000 - response_length/min:58.000 - response_length/clip_ratio:0.000 - prompt_length/mean:682.548 - prompt_length/max:1492.000 - prompt_length/min:187.000 - prompt_length/clip_ratio:0.000 - episode/reward/mean:0.438 - episode/reward/max:1.000 - episode/reward/min:0.000 - episode/length/mean:2.625 - episode/length/max:3.000 - episode/length/min:1.000 - episode/tool_call_count/mean:1.625 - episode/success_rate:0.438 - episode/hotpotqa_success_rate:0.583 - episode/nq_success_rate:0.000 - timing_s/gen:42.985 - timing_s/reward:0.010 - timing_s/old_log_prob:8.567 - timing_s/ref:5.331 - timing_s/adv:0.001 - timing_s/update_actor:35.453 - timing_s/step:92.350 - timing_per_token_ms/adv:0.000 - timing_per_token_ms/gen:7.180 - timing_per_token_ms/update_actor:1.023 - timing_per_token_ms/ref:0.154 - perf/total_num_tokens:34654.000 - perf/time_per_step:92.350 - perf/throughput:375.245
[36m(TaskRunner pid=7283)[0m list(reward_extra_infos_dict.keys())=[]
